algorithm,description,validation,Accuracy,Recall,Precision,Hamming,F,Cohen
GradientBoostingClassifier,GradientBoostingClassifier 250,LOU,0.5223880597014925,0.5223880597014925,0.1791044776119403,0.47761194029850745,0.1791044776119403,
GradientBoostingClassifier,GradientBoostingClassifier 500,LOU,0.5522388059701493,0.5522388059701493,0.208955223880597,0.44776119402985076,0.208955223880597,
GradientBoostingClassifier,GradientBoostingClassifier 750,LOU,0.5522388059701493,0.5522388059701493,0.208955223880597,0.44776119402985076,0.208955223880597,
GradientBoostingClassifier,GradientBoostingClassifier 1000,LOU,0.5522388059701493,0.5522388059701493,0.19402985074626866,0.44776119402985076,0.19402985074626866,
GradientBoostingClassifier,GradientBoostingClassifier 1500,LOU,0.5522388059701493,0.5522388059701493,0.208955223880597,0.44776119402985076,0.208955223880597,
gini,DecisionTreeClassifier gini best,LOU,0.44776119402985076,0.44776119402985076,0.13432835820895522,0.5522388059701493,0.13432835820895522,
gini,DecisionTreeClassifier gini random,LOU,0.5223880597014925,0.5223880597014925,0.208955223880597,0.47761194029850745,0.208955223880597,
entropy,DecisionTreeClassifier entropy best,LOU,0.5373134328358209,0.5373134328358209,0.19402985074626866,0.4626865671641791,0.19402985074626866,
entropy,DecisionTreeClassifier entropy random,LOU,0.582089552238806,0.582089552238806,0.208955223880597,0.417910447761194,0.208955223880597,
SAMME,10- AdaBoostClassifier,LOU,0.6417910447761194,0.6417910447761194,0.208955223880597,0.3582089552238806,0.208955223880597,
SAMME,20- AdaBoostClassifier,LOU,0.6119402985074627,0.6119402985074627,0.16417910447761194,0.3880597014925373,0.16417910447761194,
SAMME,50- AdaBoostClassifier,LOU,0.582089552238806,0.582089552238806,0.14925373134328357,0.417910447761194,0.14925373134328357,
SAMME,100- AdaBoostClassifier,LOU,0.6268656716417911,0.6268656716417911,0.1791044776119403,0.373134328358209,0.1791044776119403,
SAMME,150- AdaBoostClassifier,LOU,0.582089552238806,0.582089552238806,0.14925373134328357,0.417910447761194,0.14925373134328357,
SAMME,200- AdaBoostClassifier,LOU,0.582089552238806,0.582089552238806,0.16417910447761194,0.417910447761194,0.16417910447761194,
SAMME,250- AdaBoostClassifier,LOU,0.5970149253731343,0.5970149253731343,0.16417910447761194,0.40298507462686567,0.16417910447761194,
SAMME,500- AdaBoostClassifier,LOU,0.5970149253731343,0.5970149253731343,0.1791044776119403,0.40298507462686567,0.1791044776119403,
SAMME,750- AdaBoostClassifier,LOU,0.5970149253731343,0.5970149253731343,0.1791044776119403,0.40298507462686567,0.1791044776119403,
SAMME,1000- AdaBoostClassifier,LOU,0.582089552238806,0.582089552238806,0.1791044776119403,0.417910447761194,0.1791044776119403,
SAMME,1500- AdaBoostClassifier,LOU,0.582089552238806,0.582089552238806,0.1791044776119403,0.417910447761194,0.1791044776119403,
SAMME.R,10- AdaBoostClassifier,LOU,0.44776119402985076,0.44776119402985076,0.1044776119402985,0.5522388059701493,0.1044776119402985,
SAMME.R,20- AdaBoostClassifier,LOU,0.5373134328358209,0.5373134328358209,0.14925373134328357,0.4626865671641791,0.14925373134328357,
SAMME.R,50- AdaBoostClassifier,LOU,0.5522388059701493,0.5522388059701493,0.1791044776119403,0.44776119402985076,0.1791044776119403,
SAMME.R,100- AdaBoostClassifier,LOU,0.5522388059701493,0.5522388059701493,0.1791044776119403,0.44776119402985076,0.1791044776119403,
SAMME.R,150- AdaBoostClassifier,LOU,0.5671641791044776,0.5671641791044776,0.1791044776119403,0.43283582089552236,0.1791044776119403,
SAMME.R,200- AdaBoostClassifier,LOU,0.5522388059701493,0.5522388059701493,0.1791044776119403,0.44776119402985076,0.1791044776119403,
SAMME.R,250- AdaBoostClassifier,LOU,0.5522388059701493,0.5522388059701493,0.16417910447761194,0.44776119402985076,0.16417910447761194,
SAMME.R,500- AdaBoostClassifier,LOU,0.582089552238806,0.582089552238806,0.1791044776119403,0.417910447761194,0.1791044776119403,
SAMME.R,750- AdaBoostClassifier,LOU,0.5671641791044776,0.5671641791044776,0.1791044776119403,0.43283582089552236,0.1791044776119403,
SAMME.R,1000- AdaBoostClassifier,LOU,0.5671641791044776,0.5671641791044776,0.16417910447761194,0.43283582089552236,0.16417910447761194,
SAMME.R,1500- AdaBoostClassifier,LOU,0.5373134328358209,0.5373134328358209,0.16417910447761194,0.4626865671641791,0.16417910447761194,
auto,minkowski-uniform KNN: 2,LOU,0.5522388059701493,0.5522388059701493,0.07462686567164178,0.44776119402985076,0.07462686567164178,
auto,minkowski-uniform KNN: 3,LOU,0.5074626865671642,0.5074626865671642,0.11940298507462686,0.4925373134328358,0.11940298507462686,
auto,minkowski-uniform KNN: 4,LOU,0.5522388059701493,0.5522388059701493,0.11940298507462686,0.44776119402985076,0.11940298507462686,
